DateTime,High,Low,Average,Volume BTC
2014-04-19 00:00:00,504.00,470.36,491.30,40493.76
2014-04-20 00:00:00,512.90,490.49,502.08,25110.79
2014-04-21 00:00:00,512.10,492.14,500.48,31710.36
2014-04-22 00:00:00,503.76,486.22,494.76,25669.05
2014-04-23 00:00:00,495.03,485.24,490.11,22519.3
2014-04-24 00:00:00,501.34,482.55,490.35,28154.79
2014-04-25 00:00:00,501.08,442.02,463.39,104073.09
2014-04-26 00:00:00,465.75,446.48,456.28,30822.36
2014-04-27 00:00:00,461.71,432.67,452.04,27286.5
2014-04-28 00:00:00,448.54,423.13,436.49,53766.64
2014-04-29 00:00:00,452.36,433.85,444.28,38321.44
2014-04-30 00:00:00,452.23,436.39,445.96,36214.45
2014-05-01 00:00:00,461.84,447.08,454.31,29204.36
2014-05-02 00:00:00,459.50,442.74,449.47,24476.91
2014-05-03 00:00:00,449.48,430.26,441.03,23985.99
2014-05-04 00:00:00,440.47,429.83,435.07,14098.84
2014-05-05 00:00:00,442.79,427.48,433.22,24094.26
2014-05-06 00:00:00,435.35,422.37,429.82,30286.93
2014-05-07 00:00:00,447.09,425.82,436.61,44039.14
2014-05-08 00:00:00,447.94,438.41,443.61,20926.44
2014-05-09 00:00:00,453.49,439.96,447.18,24857.05
2014-05-10 00:00:00,456.66,447.39,451.58,16056.93
2014-05-11 00:00:00,455.92,433.05,444.94,29100.06
2014-05-12 00:00:00,444.27,434.80,440.20,18365.38
2014-05-13 00:00:00,443.39,436.23,440.04,18730.22
2014-05-14 00:00:00,447.90,440.19,443.66,23045.84
2014-05-15 00:00:00,450.95,442.74,447.45,18093.0
2014-05-16 00:00:00,451.42,444.01,448.03,16046.89
2014-05-17 00:00:00,453.04,446.67,449.29,7404.92
2014-05-18 00:00:00,450.64,444.33,447.32,7071.3
2014-05-19 00:00:00,450.12,442.93,445.95,15033.12
2014-05-20 00:00:00,492.13,444.94,464.31,84786.66
2014-05-21 00:00:00,495.47,483.11,491.32,31222.94
2014-05-22 00:00:00,526.18,489.59,508.16,65207.73
2014-05-23 00:00:00,542.76,518.98,528.29,69715.16
2014-05-24 00:00:00,526.58,513.83,520.90,22620.49
2014-05-25 00:00:00,578.31,525.20,559.20,83454.65
2014-05-26 00:00:00,589.95,564.99,580.22,53315.75
2014-05-27 00:00:00,591.20,552.66,573.97,68697.31
2014-05-28 00:00:00,579.14,563.47,572.21,35021.99
2014-05-29 00:00:00,571.74,561.03,566.65,30831.83
2014-05-30 00:00:00,619.04,567.53,597.16,53105.04
2014-05-31 00:00:00,625.89,603.58,616.81,25201.5
2014-06-01 00:00:00,671.70,618.73,643.65,73618.1
2014-06-02 00:00:00,667.37,614.12,635.36,70204.57
2014-06-03 00:00:00,675.16,648.44,661.59,64353.72
2014-06-04 00:00:00,668.62,620.00,641.84,61637.35
2014-06-05 00:00:00,664.70,640.05,651.47,48012.73
2014-06-06 00:00:00,662.24,651.55,656.65,31447.14
2014-06-07 00:00:00,657.49,643.63,652.93,25663.03
2014-06-08 00:00:00,660.77,651.76,656.19,13876.68
2014-06-09 00:00:00,658.38,643.93,650.31,31456.67
2014-06-10 00:00:00,660.11,645.40,653.45,29269.13
2014-06-11 00:00:00,657.56,631.66,646.29,42133.15
2014-06-12 00:00:00,638.55,570.16,625.34,89901.52
2014-06-13 00:00:00,615.92,585.61,599.54,61339.43
2014-06-14 00:00:00,601.81,547.03,580.01,68480.1
2014-06-15 00:00:00,593.19,553.17,568.08,40846.9
2014-06-16 00:00:00,609.88,585.66,597.64,50953.92
2014-06-17 00:00:00,611.82,589.66,599.64,33171.37
2014-06-18 00:00:00,616.96,603.12,610.22,31718.41
2014-06-19 00:00:00,612.72,595.26,606.79,22330.26
2014-06-20 00:00:00,601.80,586.29,593.77,32065.23
2014-06-21 00:00:00,600.94,584.21,594.11,16037.53
2014-06-22 00:00:00,607.47,593.37,601.94,18732.72
2014-06-23 00:00:00,604.45,585.31,594.15,25684.39
2014-06-24 00:00:00,597.84,581.19,592.06,26701.49
2014-06-25 00:00:00,585.66,562.57,573.64,37793.86
2014-06-26 00:00:00,591.78,569.64,585.36,26059.85
2014-06-27 00:00:00,598.83,598.83,598.83,33582.85
2014-06-28 00:00:00,608.05,594.86,599.83,22023.43
2014-06-29 00:00:00,605.03,594.05,599.38,14884.49
2014-06-30 00:00:00,645.35,598.63,621.19,73528.79
2014-07-01 00:00:00,659.64,638.66,650.58,60950.42
2014-07-02 00:00:00,658.56,638.39,646.95,39694.32
2014-07-03 00:00:00,652.31,639.93,645.57,29711.75
2014-07-04 00:00:00,649.16,628.26,638.74,35706.61
2014-07-05 00:00:00,634.97,626.13,631.03,14539.6
2014-07-06 00:00:00,711.65,629.19,634.17,16066.23
2014-07-07 00:00:00,638.38,615.57,628.38,29574.6
2014-07-08 00:00:00,628.50,619.40,624.31,16240.74
2014-07-09 00:00:00,630.47,619.52,625.07,16055.09
2014-07-10 00:00:00,626.13,610.37,619.14,26169.29
2014-07-11 00:00:00,632.67,612.30,622.56,26591.15
2014-07-12 00:00:00,636.61,625.32,630.52,21154.31
2014-07-13 00:00:00,635.17,623.48,628.41,18196.84
2014-07-14 00:00:00,629.14,616.40,622.40,20977.07
2014-07-15 00:00:00,627.07,617.29,622.65,17872.52
2014-07-16 00:00:00,624.24,611.96,618.65,21847.08
2014-07-17 00:00:00,626.89,610.56,618.52,27385.56
